OCCURRENCE_NAME,CLASS,STATE,COMMODITY_NAMES,LONGITUDE,LATITUDE
WABMINES WRO32652,mineral deposit,WA,Gravel,121.1286,-29.9447
WABMINES WRO32692,mineral deposit,WA,Gravel,121.1328,-29.958
Learmonth Environmental Group / Hanson Construction,mineral deposit,WA,"Limestone, Aggregate - undifferentiated, Sand - undifferentiated",114.0521,-22.2538
Lake MacLeod Gypsum Environmental Group,Mine - Openpit,WA,Gypsum,113.5627,-24.2344
Fitzroy Crossing Environmental Group / Reen,mineral deposit,WA,Sand - undifferentiated,125.5867,-18.1896
Bardies Well Environmental Group,mineral deposit,WA,"Aggregate - undifferentiated, Chert, Basalt",116.9104,-20.8321
Port Hedland Sand and Gravel Environmental Group / Young,mineral deposit,WA,Sand - undifferentiated,118.6265,-20.4313
Nickol Bay Environmental Group / Holcim,Mine - Openpit,WA,"Aggregate - undifferentiated, Aggregate - coarse, Aggregate - marine, Granite, Sand - undifferentiated",116.7396,-20.6726
Nickol Bay Environmental Group / Karratha Earthmoving,Mine - Openpit,WA,Sand - undifferentiated,116.9068,-20.733
Mungari Grey Granite Environmental Group,Mine - Openpit,WA,"Granite, Dimension stone",121.2473,-30.8509
Boodalin Soak - Westonia Environmental Group,mineral deposit,WA,"Clay, Dolomite, Magnesite",118.6499,-31.2719
Rouse Creek Sand Environmental Group,Mine - Openpit,WA,Sand - undifferentiated,115.3539,-22.6943
Pattersons Hut Well Environmental Group,mineral deposit,WA,"Gravel, Sand - undifferentiated",116.9408,-20.8148
Hyden East Environmental Group,Mine - Openpit,WA,Sand - undifferentiated,119.9973,-32.3403
Mindijup Environmental Group,mineral deposit,WA,Silica sand,118.0768,-34.7689
Godel Road - Nowergup Environmental Group,mineral deposit,WA,Limestone,115.7449,-31.6278
Minilya River Environmental Group / Exmouth Quarries,mineral deposit,WA,Sand - undifferentiated,114.0148,-23.8138
Turner River Environmental Group / Hanson Construction,mineral deposit,WA,"Gravel, Sand - undifferentiated",118.5186,-20.6084
Vettersberg Sand Hill Environmental Group,mineral deposit,WA,Sand - undifferentiated,121.2259,-30.2826
Arthur River Environmental Group,mineral deposit,WA,Tantalum,115.7524,-24.6439
Wickham Sand Environmental Group,mineral deposit,WA,Sand - undifferentiated,117.1467,-20.6487
Warramboo Creek Environmental Group (old),Mine - Openpit,WA,Sand - undifferentiated,115.7904,-21.6751
Karratha Stone Environmental Group / North,Mine - Openpit,WA,"Sandstone, Dimension stone",116.9428,-21.0712
Carubumya Well Environmental Group,mineral deposit,WA,"Aggregate - undifferentiated, Bush rock, Sand - undifferentiated, Aggregate - coarse",118.6387,-20.6854
Kununurra Environmental Group / JAB,Mine - Openpit,WA,Gravel,128.8001,-15.661
WABMINES WRO33041,mineral deposit,WA,Gravel,121.0136,-29.6947
Blatchfords South,mineral deposit,WA,Chromium,120.2789,-23.4934
Central 5,mineral deposit,WA,Chromium,120.2762,-23.4948
Coobina Shallow Gravels Area 11,mineral deposit,WA,Chromium,120.2677,-23.4993
Newlands 4,mineral deposit,WA,Chromium,120.2677,-23.4923
Godel Road Lot 103-104 Nowergup,mineral deposit,WA,Limestone,115.7449,-31.6278
Double 8 - Ponton,mineral deposit,WA,"Uranium oxide, Uranium",123.2545,-30.2668
Trig Hill - Pippingarra Rd Env Group,mineral deposit,WA,"Aggregate - undifferentiated, Aggregate - coarse, Sand - undifferentiated",118.6896,-20.5852
Wattleup Environmental Group / Red Sand,mineral deposit,WA,"Sand - undifferentiated, Limestone",115.8055,-32.1862
Clark Drive Lot 2 Alexandra Bridge / Cikarela,mineral deposit,WA,Sand - undifferentiated,115.1932,-34.1578
Beyondie Magnetite,mineral deposit,WA,"Alumina, Unspecified/Unknown, Phosphorus, Sulphur, Titanium dioxide, Iron, Magnetite",119.6979,-24.917
Denison Limesand Env Group,mineral deposit,WA,Limesand,114.9355,-29.2898
Tick Road - Gnangara Environmental Group,mineral deposit,WA,Silica sand,115.9199,-31.7612
Mt Gould Environmental Group,mineral deposit,WA,"Hematite, Mineral pigment",117.3401,-25.7994
Lancelin Environmental Group / Rule,mineral deposit,WA,"Agricultural Lime, Limesand, Sand - undifferentiated, Limestone",115.3554,-31.0693
Hopkins Road Environmental Group / Limestone Building Block Co,mineral deposit,WA,"Limestone, Dimension stone",115.7651,-31.6205
Cutler Road Environmental Group / Lmst BBCo,mineral deposit,WA,"Limestone, Dimension stone, Agricultural Lime",115.7524,-31.6071
Wanneroo Road - Yanchep Environmental Group,mineral deposit,WA,Limestone,115.672,-31.435
Goods Road Environmental Group,mineral deposit,WA,"Sand - undifferentiated, Gravel, Clay",116.3871,-31.9046
Purple Haze,mineral deposit,WA,Nickel,119.8139,-32.7226
Cape Range Limestone Environmental Group / Exmouth Lst,mineral deposit,WA,"Limestone, Dolomite",114.0819,-21.9979
Green Head Limesand Environmental Group,mineral deposit,WA,"Limesand, Limestone",115.0037,-30.1038
Ord Ranges Tiger Iron Environmental Group / Hardrock,mineral deposit,WA,"Gemstones, Jasper, Ornamental stone",119.1512,-20.2911
Ubini Sand Environmental Group,mineral deposit,WA,Sand - undifferentiated,120.9642,-30.9877
Langey Crossing South Environmental Group,mineral deposit,WA,"Sand - undifferentiated, Gravel",123.5679,-17.6902
Logans Sand Environmental Group / Cybora-Tarabini,mineral deposit,WA,Sand - undifferentiated,121.4255,-31.3788
Coolimba Limesand Environmental Group,mineral deposit,WA,"Limesand, Limestone",114.9849,-29.8261
Wiluna Nickel Environmental Group,mineral deposit,WA,"Nickel, Cobalt",120.2138,-26.6383
Warrawanda Creek Environmental Group / Barnwood,Mine - Openpit,WA,Sand - undifferentiated,119.8746,-23.438
Nanutarra Red - Nanutarra Marble Environmental Group,Mine - Openpit,WA,"Marble, Dimension stone",115.7274,-22.7075
Fitzroy River - Willare Environmental Group / Carthy,mineral deposit,WA,"Sand - undifferentiated, Gravel",123.6432,-17.7237
Fitzroy Crossing Environmental Group / Lorice-Loo,mineral deposit,WA,"Sand - undifferentiated, Gravel",125.5856,-18.192
Warriedar Tourmaline Environmental Group,mineral deposit,WA,Tourmaline,117.2557,-29.1256
Cockleshell Gully Road Yellow Sand / Green Head,mineral deposit,WA,Sand - undifferentiated,115.1223,-30.0701
Cockleshell Gully Road East / Green Head,mineral deposit,WA,"Sand - undifferentiated, Gravel",115.1266,-30.0699
Mt Webber Resources Group,mineral deposit,WA,"Unspecified/Unknown, Phosphorus, Sulphur, Alumina, Iron",119.2986,-21.544
Wodgina Iron Resources Group,mineral deposit,WA,"Unspecified/Unknown, Phosphorus, Sulphur, Alumina, Iron",118.6615,-21.2076
Iron Ridge - Resources Group / Fenix,mineral deposit,WA,"Alumina, Unspecified/Unknown, Phosphorus, Sulphur, Iron, Titanium dioxide, Manganese",117.6845,-26.9439
Pardoo Resources Group,mineral deposit,WA,"Unspecified/Unknown, Phosphorus, Sulphur, Alumina, Iron",119.1215,-20.2566
Perry Creek Brockman,mineral deposit,WA,Iron,119.3046,-23.8172
Bullabulling Sand / Jervois Mining,mineral deposit,WA,"Sand - undifferentiated, Gravel",120.9587,-30.9882
Mayfield M1,mineral deposit,WA,"Alumina, Unspecified/Unknown, Phosphorus, Sulphur, Iron, Magnetite",118.9116,-30.5402
Newlands-Falcon Group,mineral deposit,WA,"Chromium oxide, Chromium",120.2675,-23.4945
Ambassador - Mulga Rock Sandstone-hosted Resources Group,mineral deposit,WA,"Uranium oxide, Uranium",123.8231,-29.984
Beebyn North Resources Group,mineral deposit,WA,"Unspecified/Unknown, Phosphorus, Sulphur, Titanium dioxide, Alumina, Iron",117.7818,-26.8599
Gingin South Extended,Deposit - Unspecified,WA,"Ilmenite, Leucoxene, Rutile, Unspecified/Unknown, Zircon, Heavy minerals",115.9361,-31.4269
W25 - Madoonga,mineral deposit,WA,Iron,117.6228,-26.9462
Newlands 2,mineral deposit,WA,Chromium,120.269,-23.4917
Falcon - Coobina,mineral deposit,WA,Chromium,120.2724,-23.4926
Skywest 1,mineral deposit,WA,Chromium,120.2733,-23.4908
Skywest 2,mineral deposit,WA,Chromium,120.273,-23.4901
Skywest 3,mineral deposit,WA,Chromium,120.2726,-23.4892
Scaddan Gypsum Environmental Group / Wandhill,mineral deposit,WA,Gypsum,121.7358,-33.3346
Phils Creek Environmental Group,Mine - Openpit,WA,Iron,119.1878,-22.737
Nicholas Downs Northern 1,Deposit - Unspecified,WA,Manganese,120.885,-22.7797
Dent,mineral deposit,WA,Iron,119.3999,-22.3239
Nicholas Downs Southern,Deposit - Unspecified,WA,Manganese,120.895,-22.7756
Nicholas Downs Mn Environmental Group,Mine - Openpit,WA,Manganese,120.8902,-22.7757
Investigator West,mineral deposit,WA,Iron,118.3084,-22.0704
Booldah Well Quarry,mineral deposit,WA,Limestone,113.9697,-26.3374
Haag Road Lot 2 Yelverton / Credaro,mineral deposit,WA,Sand - undifferentiated,115.1341,-33.7342
Kanowna Alunite,mineral deposit,WA,Alunite,121.613,-30.6151
Shamrock Alunite,mineral deposit,WA,Alunite,121.6154,-30.6211
Breakaways Alunite,mineral deposit,WA,Alunite,121.6238,-30.5707
Lucy Mack,mineral deposit,WA,"Alumina, Iron, Lead, Phosphorus, Unspecified/Unknown, Manganese",121.2266,-21.5951
Queens,mineral deposit,WA,"Alumina, Unspecified/Unknown, Phosphorus, Iron",117.7695,-22.1287
Trinity - Solomon,mineral deposit,WA,Iron,117.8469,-22.1223
Kings and Queens Resources Group,mineral deposit,WA,"Alumina, Unspecified/Unknown, Phosphorus, Iron",117.7695,-22.1287
Boyup Brook South,mineral deposit,WA,Stone - building stone,116.3593,-33.9534
Far North - Salmon Gums,mineral deposit,WA,Coal - brown,121.5261,-32.6463
Binningup Rd Lot 4 Parkfield / Coast Pastoral,mineral deposit,WA,Limestone,115.7058,-33.1541
Springhill Rd Lot 2 Parkfield / Coast Pastoral,mineral deposit,WA,Limestone,115.7072,-33.1692
Blackjack North,mineral deposit,WA,"Unspecified/Unknown, Phosphorus, Sulphur, Alumina, Iron",117.4134,-22.1017
Blacksmith Resources Group,mineral deposit,WA,"Alumina, Unspecified/Unknown, Phosphorus, Iron",117.4462,-22.1176
Area F - Anvil,mineral deposit,WA,Iron,117.3928,-22.2239
Area G - Anvil,mineral deposit,WA,Iron,117.3222,-22.2253
Gascoyne River Sand P09/453,mineral deposit,WA,Sand - undifferentiated,113.7454,-24.8443
Gascoyne River M09/130 / Sweetman,mineral deposit,WA,Gravel,114.0338,-24.7447
Gascoyne River Sand P09/415 M09/137,mineral deposit,WA,Sand - undifferentiated,113.9225,-24.7897
Mirrin Mirrin,mineral deposit,WA,"Unspecified/Unknown, Phosphorus, Sulphur, Alumina, Phosphorus oxide, Iron",120.4338,-23.3975
Acacia Scree,mineral deposit,WA,Iron,123.7436,-16.1223
Firetail South,mineral deposit,WA,Iron,117.918,-22.141
Spearhole CID,mineral deposit,WA,"Unspecified/Unknown, Phosphorus, Alumina, Iron",119.2713,-23.4689
Gibson Honman Rock,mineral deposit,WA,Aggregate - undifferentiated,121.4305,-30.8448
Runnymede Rd Lot 11 Binningup / Carbone,mineral deposit,WA,"Sand - undifferentiated, Limestone",115.7632,-33.1104
Davidson Creek Hub Project Resources Group,Deposit - Unspecified,WA,"Unspecified/Unknown, Phosphorus, Sulphur, Alumina, Iron",120.48,-23.4203
Hercules South,mineral deposit,WA,Iron,118.6521,-21.1789
North Star magnetite (Stage 2),Deposit - Unspecified,WA,"Alumina, Unspecified/Unknown, Phosphorus, Iron, Magnetite",119.0536,-21.2502
Mt Webber North / Giralia,mineral deposit,WA,"Unspecified/Unknown, Phosphorus, Alumina, Iron",119.3125,-21.5216
Ridges Iron Environmental Group,mineral deposit,WA,"Iron, Magnetite",128.2595,-16.6231
Yandicoogina South,mineral deposit,WA,"Unspecified/Unknown, Phosphorus, Alumina, Iron",119.2087,-22.812
Bray Road Lot 45 Yetna / Catalano,mineral deposit,WA,Gravel,114.6889,-28.5964
Vasse - Christmas Creek,mineral deposit,WA,Iron,119.7284,-22.3518
Ellendale 9 Far East Pit,mineral deposit,WA,Diamond - undifferentiated,124.8643,-17.5651
Irishtown Road Central Quarry,mineral deposit,WA,"Sandstone, Dimension stone, Bush rock",115.8312,-33.5365
Irishtown Road South Quarry - Government Quarry,mineral deposit,WA,"Sandstone, Dimension stone",115.8323,-33.5382
Irishtown Road - Bennets Quarry,mineral deposit,WA,"Sandstone, Dimension stone",115.8328,-33.5368
Irishtown Road Sand and Gravel,mineral deposit,WA,"Sand - undifferentiated, Gravel",115.8317,-33.5393
Fingers,mineral deposit,WA,"Unspecified/Unknown, Phosphorus, Alumina, Iron",118.9798,-22.5469
Hidden Valley / IOH,mineral deposit,WA,Iron,119.0261,-22.5693
Wesco Rd/Sword Asset Environmental Group,mineral deposit,WA,"Limestone, Dimension stone",115.7594,-31.6322
Lake Cowcowing Environmental Group / Cockburn,mineral deposit,WA,Gypsum,117.3352,-31.0307
Mt Regal Environmental Group / Boral,Mine - Openpit,WA,"Aggregate - undifferentiated, Aggregate - coarse, Bush rock, Sand - undifferentiated, Basalt",116.7273,-20.8246
L'Haridon Bight Environmental Group,mineral deposit,WA,"Limesand, Sea shells / shell grit, Limestone",113.8502,-26.1154
Cosmic Boy Gravel Pit 3,mineral deposit,WA,Gravel,119.734,-32.6084
Roebuck Plains Environmental Group / Connolly,mineral deposit,WA,Sand - undifferentiated,122.6993,-17.8184
Kipping Rd - Esperance Environmental Group,mineral deposit,WA,"Sand - undifferentiated, Limesand",121.8755,-33.8369
Mooka Chalcedony (Mookaite) Environmental Group / Archer,mineral deposit,WA,"Gemstones, Chalcedony - undifferentiated",114.9543,-24.893
Kununurra - Valentine Creek / Guerinoni Group,Mine - Openpit,WA,"Sand - undifferentiated, Gravel",128.6546,-15.7212
Beaumont Gypsum Environmental Group,mineral deposit,WA,Gypsum,123.3142,-33.2461
Snowy Mount Jasper Environmental Group,mineral deposit,WA,"Jasper, Ornamental stone",118.3702,-23.4327
Thomas Rd - Kwinana Environmental Group / Waste Stream,mineral deposit,WA,"Aggregate - coarse, Limestone, Sand - undifferentiated, Gravel",115.79,-32.2237
Mt Regal Green Chert Environmental Group,Mine - Openpit,WA,"Chert, Dimension stone, Ornamental stone, Aggregate - decorative",116.7648,-20.8195
Carina-Yilgarn Environmental Group / Polaris,Mine - Openpit,WA,Iron,119.9987,-30.4564
Meckering Kaolin Altech Environmental Group,Mine - Openpit,WA,Kaolin,117.0608,-31.6847
Port Hedland Environmental Group / BGC,mineral deposit,WA,Sand - undifferentiated,118.4484,-20.3511
Mt Burges/GFSG Environmental Group,mineral deposit,WA,Sand - undifferentiated,121.0449,-30.8064
Seven Mile Hill Environmental Group,mineral deposit,WA,"Aggregate - undifferentiated, Granite",121.3783,-30.8463
Divide Creek Jasper Environmental Group,mineral deposit,WA,Jasper,118.3869,-23.4335
Eight Mile Rock Hole Environmental Group,mineral deposit,WA,"Sand - undifferentiated, Silica sand",120.9772,-30.809
Perangery Environmental Group,mineral deposit,WA,Gypsum,116.4388,-29.3611
Southern Cross Environmental Group / Stephen,mineral deposit,WA,Gypsum,119.282,-31.2489
Onslow Environmental Group / NTC,Mine - Openpit,WA,"Gravel, Sand - undifferentiated",115.0879,-21.6891
Lake Moore Gypsum Environmental Group,mineral deposit,WA,Gypsum,117.6825,-29.5782
Weaber Plain Environmental Group,mineral deposit,WA,Sand - undifferentiated,128.7434,-15.7389
Murrin Murrin Calcrete 1 North,mineral deposit,WA,"Caliche, Unspecified/Unknown, Limestone",122.1327,-28.4733
Jaguar Gravel Pit,mineral deposit,WA,Gravel,121.1357,-28.4328
Kemerton Silica Sand Extension,mineral deposit,WA,Silica sand,115.7787,-33.1183
Kemerton Silica Sand Environmental Group,mineral deposit,WA,Silica sand,115.7885,-33.1313
Mt Jackson J1 East (Stage 6),mineral deposit,WA,"Alumina, Unspecified/Unknown, Phosphorus, Iron",119.1717,-30.2285
Oxbow,mineral deposit,WA,Iron,119.1288,-22.7918
Wiluna West Iron Environmental Group,mineral deposit,WA,Iron,119.9602,-26.7296
Pippingarra Quarry Environmental Group,mineral deposit,WA,"Aggregate - undifferentiated, Feldspar, Mica, Granite, Sand - undifferentiated",118.7614,-20.5737
Sheila East,mineral deposit,WA,Iron,117.7001,-22.2258
Devil Creek Gravel,mineral deposit,WA,Gravel,116.4311,-20.915
Marandoo MMP2,mineral deposit,WA,Iron,118.1679,-22.6495
Scrubby Hills Environmental Group,mineral deposit,WA,"Limestone, Aggregate - undifferentiated",113.7343,-24.7704
Postans Environmental Group / WA Limestone,mineral deposit,WA,"Sand - undifferentiated, Aggregate - undifferentiated, Limestone",115.8017,-32.2167
Muja South - Chicken Creek Resources Group,mineral deposit,WA,Coal - undifferentiated,116.3314,-33.4548
Canegrass Sand,mineral deposit,WA,"Sand - undifferentiated, Gravel",121.0963,-30.2043
Coondiner HD4 Central,mineral deposit,WA,Iron,119.5391,-23.133
Coondiner HD4 South,mineral deposit,WA,Iron,119.5196,-23.1468
Coondiner HD4 West,mineral deposit,WA,Iron,119.504,-23.1362
Big Mack South,mineral deposit,WA,Manganese,121.2263,-21.6046
Joyners Find North Iron,mineral deposit,WA,"Alumina, Unspecified/Unknown, Phosphorus, Iron",119.9581,-26.7593
Russell Road Wattleup / Hanson-WA Lmst,mineral deposit,WA,"Limestone, Sand - undifferentiated, Sand - construction, Limesand",115.8059,-32.1582
Jindong-Treeton Road Lot 31 Kaloorup,mineral deposit,WA,Gravel,115.2178,-33.7749
Curlew Emerald,mineral deposit,WA,"Beryl - emerald, Beryl - undifferentiated",119.2968,-21.5742
South 2,mineral deposit,WA,"Alumina, Unspecified/Unknown, Phosphorus, Iron",119.9344,-27.0015
W30 - Beebyn North,mineral deposit,WA,Iron,117.7716,-26.8629
W31 - Beebyn North,mineral deposit,WA,Iron,117.7818,-26.8599
W45 - Beebyn North,mineral deposit,WA,Iron,117.7984,-26.856
Pickering Brook Environmental Group,mineral deposit,WA,Gravel,116.1606,-32.0621
Parker Road Sand,mineral deposit,WA,Sand - undifferentiated,116.8857,-31.7431
Weld Range Cr Group,mineral deposit,WA,"Iron, Chromium, Nickel",117.7887,-26.8256
Weld Range North Cr,mineral deposit,WA,"Chromium, Nickel",117.7514,-26.8194
Weld Range East Cr,mineral deposit,WA,"Chromium, Nickel",117.8145,-26.8246
Weld Range South Cr,mineral deposit,WA,"Chromium, Nickel",117.7949,-26.889
Weld Range West 1 Cr,mineral deposit,WA,"Chromium, Nickel",117.6973,-26.8676
Weld Range West 2 Cr,mineral deposit,WA,"Chromium, Nickel",117.7025,-26.8579
Range Well Northwest,mineral deposit,WA,"Chromium, Nickel",117.7281,-26.8343
Gwardar - Davidson Creek,mineral deposit,WA,Iron,120.4947,-23.4192
Python - Davidson Creek,mineral deposit,WA,"Unspecified/Unknown, Magnesia (magnesium oxide), Manganese, Phosphorus, Sulphur, Titanium dioxide, Alumina, Iron",120.48,-23.4203
Isobel,mineral deposit,WA,"Unspecified/Unknown, Phosphorus, Sulphur, Alumina, Iron",119.0991,-20.2838
Port Hedland - Beebingarra Creek / Brookdale-Buckski,mineral deposit,WA,"Sand - undifferentiated, Gravel",118.6975,-20.3901
Goodingnow Southern Pegmatite,mineral deposit,WA,"Feldspar, Beryl - undifferentiated, Quartz - undifferentiated, Topaz",117.6865,-29.3109
Aurora,Mine - Openpit,WA,"Alumina, Unspecified/Unknown, Bauxite",116.1633,-31.3616
Ajana-Kalbarri Road Lot 4676,mineral deposit,WA,Gravel,114.6507,-27.9856
Menari North Resources Group,mineral deposit,WA,"Unspecified/Unknown, Garnet, Heavy minerals, Leucoxene, Ilmenite, Zircon, Rutile",114.1869,-28.014
West Pilbara Environmental Group / Cullen,mineral deposit,WA,Iron,116.2713,-22.4065
Balmoral South / Resourcehouse,mineral deposit,WA,"Unspecified/Unknown, Iron, Magnetite",116.1115,-21.1509
Balmoral North / Resourcehouse,mineral deposit,WA,"Unspecified/Unknown, Iron, Magnetite",116.1521,-21.0145
Mt Alexander Magnetite,mineral deposit,WA,"Alumina, Unspecified/Unknown, Phosphorus, Sulphur, Iron, Magnetite",115.5172,-22.6837
Coalfields Highway Lot 20 / APH,mineral deposit,WA,Gravel,115.8966,-33.2748
Rail Ballast Quarry Chainage 232,mineral deposit,WA,"Ballast, Dolerite",119.276,-22.1828
South Jimblebar - West 3a-b,mineral deposit,WA,"Iron, Iron ore",120.0878,-23.3968
South Jimblebar - East 1,mineral deposit,WA,"Iron, Iron ore",120.1934,-23.3954
Quarry Hill - Oudabunna,mineral deposit,WA,Aggregate - coarse,117.753,-29.0367
Turner River M45/1173 / Hanson,mineral deposit,WA,"Sand - undifferentiated, Gravel",118.5115,-20.5672
Iron Valley South,mineral deposit,WA,Iron,119.3009,-22.7599
Golden Grove - Borrow Pit,mineral deposit,WA,Gravel,116.9317,-28.7312
Pandanus Park Sand,mineral deposit,WA,Sand - undifferentiated,123.6527,-17.7584
Pandanus Park Sand Environmental Group,mineral deposit,WA,Sand - undifferentiated,123.6527,-17.7584
Argyle Aggregate,mineral deposit,WA,Aggregate - undifferentiated,128.3479,-16.7521
Badja Gypsum,mineral deposit,WA,Gypsum,116.8909,-28.5135
Nowergup Road Lot 1 Nowergup / WA Limestone,mineral deposit,WA,"Limestone, Limesand",115.7345,-31.645
Orebody 18 -Wheelarra Resources Safety Group,mineral deposit,WA,Iron,120.042,-23.3333
Burma Road Environmental Group,mineral deposit,WA,Gravel,116.3366,-31.7585
Meotti Road Lot 1000 Donnybrook / Jie Yang,Mine - Openpit,WA,"Dimension stone, Sandstone",115.833,-33.5252
Donnybrook Stone Group,Mine - Openpit,WA,"Dimension stone, Sandstone",115.833,-33.5252
Herne Hill Group,mineral deposit,WA,Aggregate - undifferentiated,116.0667,-31.8304
Cyclone Extended,mineral deposit,WA,"Unspecified/Unknown, Heavy minerals, Zircon, Ilmenite, Rutile, Leucoxene",128.7375,-28.8356
Windimurra Central,mineral deposit,WA,"Vanadium pentoxide, Vanadium, Magnetite, Titanium",118.5349,-28.298
Windimurra Southern,mineral deposit,WA,"Vanadium pentoxide, Vanadium, Magnetite",118.5389,-28.3072
Anson South,mineral deposit,WA,"Unspecified/Unknown, Phosphorus, Sulphur, Alumina, Iron",118.6615,-21.2076
Sandtrax,mineral deposit,WA,"Unspecified/Unknown, Phosphorus, Sulphur, Alumina, Iron",119.1889,-21.1114
Menari North 2,mineral deposit,WA,"Unspecified/Unknown, Garnet, Heavy minerals, Leucoxene, Ilmenite, Zircon, Rutile",114.1812,-27.9845
Bonnie East,mineral deposit,WA,"Unspecified/Unknown, Phosphorus, Sulphur, Alumina, Iron",119.9114,-22.0548
